ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
390,280,5,5,0,260,10,80,20,800,400,20,5,60
395,285,5,5,0,260,10,80,20,800,400,20,5,60
400,290,5,5,0,260,10,80,20,800,400,20,5,60
405,295,5,5,0,260,10,80,20,800,400,20,5,60
410,300,5,5,0,260,10,80,20,800,400,20,5,60
415,305,5,5,0,260,10,80,20,800,400,20,5,60
420,310,5,5,0,260,10,80,20,800,400,20,5,60
425,315,5,5,0,260,10,80,20,800,400,20,5,60
430,320,5,5,0,260,10,80,20,800,400,20,5,60
435,325,5,5,0,260,10,80,20,800,400,20,5,60
440,330,5,5,0,260,10,80,20,800,400,20,5,60
445,335,5,5,0,260,10,80,20,800,400,20,5,60
450,340,5,5,0,260,10,80,20,800,400,20,5,60
455,345,5,5,0,260,10,80,20,800,400,20,5,60
460,350,5,5,-1,260,10,80,20,800,400,20,5,60
465,355,5,5,0,240,10,80,20,800,400,20,5,60
470,360,5,5,0,240,10,80,20,800,400,20,5,60
475,365,5,5,0,240,10,80,20,800,400,20,5,60
480,370,5,5,0,240,10,80,20,800,400,20,5,60
485,365,5,-5,0,240,10,80,20,800,400,20,5,60
490,360,5,-5,0,240,10,80,20,800,400,20,5,60
495,355,5,-5,0,240,10,80,20,800,400,20,5,60
500,350,5,-5,0,240,10,80,20,800,400,20,5,60
505,345,5,-5,0,240,10,80,20,800,400,20,5,60
510,340,5,-5,0,240,10,80,20,800,400,20,5,60
515,335,5,-5,-1,240,10,80,20,800,400,20,5,60
520,330,5,-5,0,220,10,80,20,800,400,20,5,60
525,325,5,-5,0,220,10,80,20,800,400,20,5,60
530,320,5,-5,0,220,10,80,20,800,400,20,5,60
535,315,5,-5,0,220,10,80,20,800,400,20,5,60
540,310,5,-5,0,220,10,80,20,800,400,20,5,60
545,305,5,-5,0,220,10,80,20,800,400,20,5,60
550,300,5,-5,0,220,10,80,20,800,400,20,5,60
555,295,5,-5,0,220,10,80,20,800,400,20,5,60
560,290,5,-5,0,220,10,80,20,800,400,20,5,60
565,285,5,-5,-1,220,10,80,20,800,400,20,5,60
570,280,5,-5,0,200,10,80,20,800,400,20,5,60
575,275,5,-5,0,200,10,80,20,800,400,20,5,60
580,270,5,-5,0,200,10,80,20,800,400,20,5,60
585,265,5,-5,0,200,10,80,20,800,400,20,5,60
590,260,5,-5,0,200,10,80,20,800,400,20,5,60
595,255,5,-5,0,200,10,80,20,800,400,20,5,60
600,250,5,-5,0,200,10,80,20,800,400,20,5,60
605,245,5,-5,0,200,10,80,20,800,400,20,5,60
610,240,5,-5,-1,200,10,80,20,800,400,20,5,60
615,235,5,-5,0,180,10,80,20,800,400,20,5,60
620,230,5,-5,0,180,10,80,20,800,400,20,5,60
625,225,5,-5,0,180,10,80,20,800,400,20,5,60
630,220,5,-5,0,180,10,80,20,800,400,20,5,60
635,215,5,-5,0,180,10,80,20,800,400,20,5,60
640,210,5,-5,0,180,10,80,20,800,400,20,5,60
645,205,5,-5,0,180,10,80,20,800,400,20,5,60
650,200,5,-5,-1,180,10,80,20,800,400,20,5,60
655,195,5,-5,0,160,10,80,20,800,400,20,5,60
660,190,5,-5,0,160,10,80,20,800,400,20,5,60
665,185,5,-5,0,160,10,80,20,800,400,20,5,60
670,180,5,-5,0,160,10,80,20,800,400,20,5,60
675,175,5,-5,0,160,10,80,20,800,400,20,5,60
680,170,5,-5,0,160,10,80,20,800,400,20,5,60
685,165,5,-5,-1,160,10,80,20,800,400,20,5,60
690,160,5,-5,0,140,10,80,20,800,400,20,5,60
695,155,5,-5,0,140,10,80,20,800,400,20,5,60
700,150,5,-5,0,140,10,80,20,800,400,20,5,60
705,145,5,-5,0,140,10,80,20,800,400,20,5,60
710,140,5,-5,0,140,10,80,20,800,400,20,5,60
715,135,5,-5,-1,140,10,80,20,800,400,20,5,60
720,130,5,-5,0,120,10,80,20,800,400,20,5,60
725,125,5,-5,0,120,10,80,20,800,400,20,5,60
730,120,5,-5,0,120,10,80,20,800,400,20,5,60
735,115,5,-5,0,120,10,80,20,800,400,20,5,60
740,110,5,-5,0,120,10,80,20,800,400,20,5,60
745,105,5,-5,-1,120,10,80,20,800,400,20,5,60
750,100,5,-5,0,100,10,80,20,800,400,20,5,60
755,95,5,-5,0,100,10,80,20,800,400,20,5,60
760,90,5,-5,0,100,10,80,20,800,400,20,5,60
765,85,5,-5,0,100,10,80,20,800,400,20,5,60
770,80,5,-5,0,100,10,80,20,800,400,20,5,60
765,75,-5,-5,-1,100,10,80,20,800,400,20,5,60
760,70,-5,-5,0,80,10,80,20,800,400,20,5,60
755,65,-5,-5,0,80,10,80,20,800,400,20,5,60
750,60,-5,-5,0,80,10,80,20,800,400,20,5,60
745,55,-5,-5,0,80,10,80,20,800,400,20,5,60
740,50,-5,-5,0,80,10,80,20,800,400,20,5,60
735,45,-5,-5,0,80,10,80,20,800,400,20,5,60
730,40,-5,-5,0,80,10,80,20,800,400,20,5,60
725,35,-5,-5,0,80,10,80,20,800,400,20,5,60
720,30,-5,-5,0,80,10,80,20,800,400,20,5,60
715,35,-5,5,0,80,10,80,20,800,400,20,5,60
710,40,-5,5,0,80,10,80,20,800,400,20,5,60
705,45,-5,5,0,80,10,80,20,800,400,20,5,60
700,50,-5,5,0,80,10,80,20,800,400,20,5,60
695,55,-5,5,0,80,10,80,20,800,400,20,5,60
690,60,-5,5,0,80,10,80,20,800,400,20,5,60
685,65,-5,5,0,80,10,80,20,800,400,20,5,60
680,70,-5,5,0,80,10,80,20,800,400,20,5,60
675,75,-5,5,0,80,10,80,20,800,400,20,5,60
670,80,-5,5,0,80,10,80,20,800,400,20,5,60
665,85,-5,5,0,80,10,80,20,800,400,20,5,60
660,90,-5,5,0,80,10,80,20,800,400,20,5,60
655,95,-5,5,0,80,10,80,20,800,400,20,5,60
650,100,-5,5,0,80,10,80,20,800,400,20,5,60
645,105,-5,5,0,80,10,80,20,800,400,20,5,60
640,110,-5,5,0,80,10,80,20,800,400,20,5,60
635,115,-5,5,0,80,10,80,20,800,400,20,5,60
630,120,-5,5,0,80,10,80,20,800,400,20,5,60
625,125,-5,5,0,80,10,80,20,800,400,20,5,60
620,130,-5,5,0,80,10,80,20,800,400,20,5,60
615,135,-5,5,0,80,10,80,20,800,400,20,5,60
610,140,-5,5,0,80,10,80,20,800,400,20,5,60
605,145,-5,5,0,80,10,80,20,800,400,20,5,60
600,150,-5,5,0,80,10,80,20,800,400,20,5,60
595,155,-5,5,0,80,10,80,20,800,400,20,5,60
590,160,-5,5,0,80,10,80,20,800,400,20,5,60
585,165,-5,5,0,80,10,80,20,800,400,20,5,60
580,170,-5,5,0,80,10,80,20,800,400,20,5,60
575,175,-5,5,0,80,10,80,20,800,400,20,5,60
570,180,-5,5,0,80,10,80,20,800,400,20,5,60
565,185,-5,5,0,80,10,80,20,800,400,20,5,60
560,190,-5,5,0,80,10,80,20,800,400,20,5,60
555,195,-5,5,0,80,10,80,20,800,400,20,5,60
550,200,-5,5,0,80,10,80,20,800,400,20,5,60
545,205,-5,5,0,80,10,80,20,800,400,20,5,60
540,210,-5,5,0,80,10,80,20,800,400,20,5,60
535,215,-5,5,0,80,10,80,20,800,400,20,5,60
530,220,-5,5,0,80,10,80,20,800,400,20,5,60
525,225,-5,5,0,80,10,80,20,800,400,20,5,60
520,230,-5,5,0,80,10,80,20,800,400,20,5,60
515,235,-5,5,0,80,10,80,20,800,400,20,5,60
510,240,-5,5,0,80,10,80,20,800,400,20,5,60
505,245,-5,5,0,80,10,80,20,800,400,20,5,60
500,250,-5,5,0,80,10,80,20,800,400,20,5,60
495,255,-5,5,0,80,10,80,20,800,400,20,5,60
490,260,-5,5,0,80,10,80,20,800,400,20,5,60
485,265,-5,5,0,80,10,80,20,800,400,20,5,60
480,270,-5,5,0,80,10,80,20,800,400,20,5,60
475,275,-5,5,0,80,10,80,20,800,400,20,5,60
470,280,-5,5,0,80,10,80,20,800,400,20,5,60
465,285,-5,5,0,80,10,80,20,800,400,20,5,60
460,290,-5,5,0,80,10,80,20,800,400,20,5,60
455,295,-5,5,0,80,10,80,20,800,400,20,5,60
450,300,-5,5,0,80,10,80,20,800,400,20,5,60
445,305,-5,5,0,80,10,80,20,800,400,20,5,60
440,310,-5,5,0,80,10,80,20,800,400,20,5,60
435,315,-5,5,0,80,10,80,20,800,400,20,5,60
430,320,-5,5,0,80,10,80,20,800,400,20,5,60
425,325,-5,5,0,80,10,80,20,800,400,20,5,60
420,330,-5,5,0,80,10,80,20,800,400,20,5,60
415,335,-5,5,0,80,10,80,20,800,400,20,5,60
410,340,-5,5,0,80,10,80,20,800,400,20,5,60
405,345,-5,5,0,80,10,80,20,800,400,20,5,60
400,350,-5,5,0,80,10,80,20,800,400,20,5,60
395,355,-5,5,0,80,10,80,20,800,400,20,5,60
390,360,-5,5,0,80,10,80,20,800,400,20,5,60
385,365,-5,5,0,80,10,80,20,800,400,20,5,60
380,370,-5,5,0,80,10,80,20,800,400,20,5,60
375,365,-5,-5,0,80,10,80,20,800,400,20,5,60
370,360,-5,-5,0,80,10,80,20,800,400,20,5,60
365,355,-5,-5,0,80,10,80,20,800,400,20,5,60
360,350,-5,-5,0,80,10,80,20,800,400,20,5,60
355,345,-5,-5,0,80,10,80,20,800,400,20,5,60
350,340,-5,-5,0,80,10,80,20,800,400,20,5,60
345,335,-5,-5,0,80,10,80,20,800,400,20,5,60
340,330,-5,-5,0,80,10,80,20,800,400,20,5,60
335,325,-5,-5,0,80,10,80,20,800,400,20,5,60
330,320,-5,-5,0,80,10,80,20,800,400,20,5,60
325,315,-5,-5,0,80,10,80,20,800,400,20,5,60
320,310,-5,-5,0,80,10,80,20,800,400,20,5,60
315,305,-5,-5,0,80,10,80,20,800,400,20,5,60
310,300,-5,-5,0,80,10,80,20,800,400,20,5,60
305,295,-5,-5,0,80,10,80,20,800,400,20,5,60
300,290,-5,-5,0,80,10,80,20,800,400,20,5,60
295,285,-5,-5,0,80,10,80,20,800,400,20,5,60
290,280,-5,-5,0,80,10,80,20,800,400,20,5,60
285,275,-5,-5,0,80,10,80,20,800,400,20,5,60
280,270,-5,-5,0,80,10,80,20,800,400,20,5,60
275,265,-5,-5,0,80,10,80,20,800,400,20,5,60
270,260,-5,-5,0,80,10,80,20,800,400,20,5,60
265,255,-5,-5,0,80,10,80,20,800,400,20,5,60
260,250,-5,-5,0,80,10,80,20,800,400,20,5,60
255,245,-5,-5,0,80,10,80,20,800,400,20,5,60
250,240,-5,-5,0,80,10,80,20,800,400,20,5,60
245,235,-5,-5,0,80,10,80,20,800,400,20,5,60
240,230,-5,-5,0,80,10,80,20,800,400,20,5,60
235,225,-5,-5,0,80,10,80,20,800,400,20,5,60
230,220,-5,-5,0,80,10,80,20,800,400,20,5,60
225,215,-5,-5,0,80,10,80,20,800,400,20,5,60
220,210,-5,-5,0,80,10,80,20,800,400,20,5,60
215,205,-5,-5,0,80,10,80,20,800,400,20,5,60
210,200,-5,-5,0,80,10,80,20,800,400,20,5,60
205,195,-5,-5,0,80,10,80,20,800,400,20,5,60
200,190,-5,-5,0,80,10,80,20,800,400,20,5,60
195,185,-5,-5,0,80,10,80,20,800,400,20,5,60
190,180,-5,-5,0,80,10,80,20,800,400,20,5,60
185,175,-5,-5,0,80,10,80,20,800,400,20,5,60
180,170,-5,-5,0,80,10,80,20,800,400,20,5,60
175,165,-5,-5,0,80,10,80,20,800,400,20,5,60
170,160,-5,-5,0,80,10,80,20,800,400,20,5,60
165,155,-5,-5,0,80,10,80,20,800,400,20,5,60
160,150,-5,-5,0,80,10,80,20,800,400,20,5,60
155,145,-5,-5,0,80,10,80,20,800,400,20,5,60
150,140,-5,-5,0,80,10,80,20,800,400,20,5,60
145,135,-5,-5,0,80,10,80,20,800,400,20,5,60
140,130,-5,-5,0,80,10,80,20,800,400,20,5,60
135,125,-5,-5,0,80,10,80,20,800,400,20,5,60
130,120,-5,-5,0,80,10,80,20,800,400,20,5,60
125,115,-5,-5,0,80,10,80,20,800,400,20,5,60
120,110,-5,-5,0,80,10,80,20,800,400,20,5,60
115,105,-5,-5,0,80,10,80,20,800,400,20,5,60
110,100,-5,-5,0,80,10,80,20,800,400,20,5,60
105,95,-5,-5,0,80,10,80,20,800,400,20,5,60
100,90,-5,-5,0,80,10,80,20,800,400,20,5,60
95,85,-5,-5,0,80,10,80,20,800,400,20,5,60
90,80,-5,-5,0,80,10,80,20,800,400,20,5,60
85,75,-5,-5,0,80,10,80,20,800,400,20,5,60
80,70,-5,-5,0,80,10,80,20,800,400,20,5,60
75,65,-5,-5,0,80,10,80,20,800,400,20,5,60
70,60,-5,-5,0,80,10,80,20,800,400,20,5,60
65,55,-5,-5,0,80,10,80,20,800,400,20,5,60
60,50,-5,-5,0,80,10,80,20,800,400,20,5,60
55,45,-5,-5,0,80,10,80,20,800,400,20,5,60
50,40,-5,-5,0,80,10,80,20,800,400,20,5,60
45,35,-5,-5,0,80,10,80,20,800,400,20,5,60
40,30,-5,-5,0,80,10,80,20,800,400,20,5,60
35,35,-5,5,0,80,10,80,20,800,400,20,5,60
30,40,-5,5,0,80,10,80,20,800,400,20,5,60
35,45,5,5,0,80,10,80,20,800,400,20,5,60
40,50,5,5,0,80,10,80,20,800,400,20,5,60
45,55,5,5,0,80,10,80,20,800,400,20,5,60
50,60,5,5,0,80,10,80,20,800,400,20,5,60
55,65,5,5,0,80,10,80,20,800,400,20,5,60
60,70,5,5,0,80,10,80,20,800,400,20,5,60
65,75,5,5,0,80,10,80,20,800,400,20,5,60
70,80,5,5,0,80,10,80,20,800,400,20,5,60
75,85,5,5,0,80,10,80,20,800,400,20,5,60
80,90,5,5,0,80,10,80,20,800,400,20,5,60
85,95,5,5,0,80,10,80,20,800,400,20,5,60
90,100,5,5,0,80,10,80,20,800,400,20,5,60
95,105,5,5,0,80,10,80,20,800,400,20,5,60
100,110,5,5,0,80,10,80,20,800,400,20,5,60
105,115,5,5,0,80,10,80,20,800,400,20,5,60
110,120,5,5,0,80,10,80,20,800,400,20,5,60
115,125,5,5,0,80,10,80,20,800,400,20,5,60
120,130,5,5,0,80,10,80,20,800,400,20,5,60
125,135,5,5,0,80,10,80,20,800,400,20,5,60
130,140,5,5,0,80,10,80,20,800,400,20,5,60
135,145,5,5,0,80,10,80,20,800,400,20,5,60
140,150,5,5,0,80,10,80,20,800,400,20,5,60
145,155,5,5,0,80,10,80,20,800,400,20,5,60
150,160,5,5,0,80,10,80,20,800,400,20,5,60
155,165,5,5,0,80,10,80,20,800,400,20,5,60
160,170,5,5,0,80,10,80,20,800,400,20,5,60
165,175,5,5,0,80,10,80,20,800,400,20,5,60
